gene_name	synonyms	ecocyc_accession	common_name	position_min	summary	gene_product	b_number
G6714	ydbR // ydbS	ECK1390	paaF	31.400394		G6714-MONOMER	b1393
G6713	ydbR	ECK1389	paaE	31.377405		G6713-MONOMER	b1392
G6712	ydbQ	ECK1388	paaD	31.366528		G6712-MONOMER	b1391
G6711	ydbP	ECK1387	paaC	31.350132		G6711-MONOMER	b1390
G6710	ynbF	ECK1386	paaB	31.343756		G6710-MONOMER	b1389
G6709	ydbO	ECK1385	paaA	31.32348		G6709-MONOMER	b1388
EG31116		ECK3952	oxyS	89.58617		OXYS-RNA	b4458
EG10681	momR // mor	ECK3953	oxyR	89.59074		PD00214	b3961
G7236	yfdU	ECK2369	oxc	53.650208		G7236-MONOMER	b2373
G0-16719		ECK4507	oweE	25.942703		G0-16719-MONOMER	b4692
EG11752	otsP	ECK1896	otsB	42.691414		TREHALOSEPHOSPHASYN-MONOMER	b1897
EG11751		ECK1895	otsA	42.661278		TREHALOSE6PSYN-MONOMER	b1896
EG11391	csi-5	ECK4367	osmY	99.34816		EG11391-MONOMER	b4376
EG12012	yehZ	ECK2124	osmF	47.796864		YEHZ-MONOMER	b2131
EG10044	anr	ECK1737	osmE	39.2515		EG10044-MONOMER	b1739
EG10680		ECK1476	osmC	33.536015		EG10680-MONOMER	b1482
EG10679		ECK1278	osmB	28.936035		EG10679-MONOMER	b1283
G6756	ydcX	ECK1439	ortT	32.69071		G6756-MONOMER	b1445
G7842	yjeR	ECK4158	orn	94.61295		G7842-MONOMER	b4162
EG10678		ECK1241	oppF	28.131449		OPPF-MONOMER	b1247
EG10677		ECK1240	oppD	28.10969		OPPD-MONOMER	b1246
EG10676		ECK1239	oppC	28.089869		OPPC-MONOMER	b1245
EG10675		ECK1238	oppB	28.069725		OPPB-MONOMER	b1244
EG10674		ECK1237	oppA	28.032736		OPPA-MONOMER	b1243
EG11886	mdoA // mdoH	ECK1035	opgH	23.932493		EG11886-MONOMER	b1049
EG11885	mdoA // mdoG	ECK1034	opgG	23.899572		EG11885-MONOMER	b1048
G6418	ybiP	ECK0804	opgE	18.334291		G6418-MONOMER	b0815
EG12859	yzzZ // ydcG // mdoD	ECK1418	opgD	32.248344		EG12859-MONOMER	b1424
G6552	ymdD // mdoC	ECK1033	opgC	23.86616		G6552-MONOMER	b1047
EG12591	yjjO // mdoB	ECK4349	opgB	99.041245		PGLYCEROLTRANSII-MONOMER // PGLYCEROLTRANSI-MONOMER	b4359
G0-8882	PAIR2b // t59 // rygB	ECK2834	omrB	64.12165		RYGB-RNA	b4445
G0-8868	psrA12 // rygA // PAIR2a // t59 // sraE	ECK2833	omrA	64.1173		SRAE-RNA	b4444
EG12117	ybiG // ompP	ECK0803	ompX	18.32214		EG12117-MONOMER	b0814
EG11124	yciD	ECK1250	ompW	28.309319		EG11124-MONOMER	b1256
EG10673		ECK0557	ompT	12.596377		EG10673-MONOMER	b0565
EG10672	cry // kmt // ompB	ECK3392	ompR	76.176865		PHOSPHO-OMPR-MONOMER // OMPR-MONOMER	b3405
G6700	ynaG	ECK1372	ompN	30.932089		G6700-MONOMER	b1377
G7814	yshA	ECK3868	ompL	87.54648		G7814-MONOMER	b3875
G6657		ECK1315	ompG	29.772741		G6657-MONOMER	b1319
EG10671	nfxB // tolF // cmlB // cry	ECK0920	ompF	21.240154		EG10671-MONOMER	b0929
EG10670	meoA // par	ECK2207	ompC	49.802227		EG10670-MONOMER	b2215
EG10669	con // tolG // tut	ECK0948	ompA	21.95367		EG10669-MONOMER	b0957
G0-10598	ryfC	ECK4417	ohsC	58.18015		RNA0-330	b4608
EG10668		ECK1331	ogt	30.155664		EG10668-MONOMER	b1335
G7119		ECK2079	ogrK	46.69247		G7119-MONOMER	b2082
G0-10701			och5	66.07964		RNA0-363	
G7656	yhbZ // cgtA // obg	ECK3172	obgE	71.754234		G7656-MONOMER	b3183
EG10667		ECK3973	nusG	90.005516		EG10667-MONOMER	b3982
EG10666	groNB // ssaD // ssyB	ECK0410	nusB	9.374615		EG10666-MONOMER	b0416
EG10665		ECK3158	nusA	71.440926		EG10665-MONOMER	b3169
EG12029	yeiJ	ECK2154	nupX	48.53649		YEIJ-MONOMER	b2161
EG10664		ECK2959	nupG	66.90967		NUPG-MONOMER	b2964
EG11971	cru	ECK2388	nupC	54.14111		NUPC-MONOMER	b2393
EG12093		ECK2270	nuoN	51.49132		NUON-MONOMER	b2276
EG11773	nuoA	ECK2271	nuoM	51.52286		NUOM-MONOMER	b2277
EG12092		ECK2272	nuoL	51.559334		NUOL-MONOMER	b2278
EG12091		ECK2273	nuoK	51.598938		NUOK-MONOMER	b2279
EG12090		ECK2274	nuoJ	51.60538		NUOJ-MONOMER	b2280
EG12089		ECK2275	nuoI	51.61757		NUOI-MONOMER	b2281
EG12088		ECK2276	nuoH	51.629574		NUOH-MONOMER	b2282
EG12087		ECK2277	nuoG	51.650555		NUOG-MONOMER	b2283
EG11774		ECK2278	nuoF	51.710426		NUOF-MONOMER	b2284
EG12086		ECK2279	nuoE	51.739166		NUOE-MONOMER	b2285
EG12084	nuoD	ECK2280	nuoC	51.750004		NUOC-MONOMER	b2286
EG12083		ECK2281	nuoB	51.79085		NUOB-MONOMER	b2287
EG12082		ECK2282	nuoA	51.805454		NUOA-MONOMER	b2288
EG12693	yeaB	ECK1811	nudL	40.85119		EG12693-MONOMER	b1813
EG12410	yffH	ECK2462	nudK	55.6462		EG12410-MONOMER	b2467
G6580	ymfB	ECK1120	nudJ	25.719872		G6580-MONOMER	b1134
G7164	yfaO	ECK2244	nudI	50.94208		G7164-MONOMER	b2251
G6954	ynjG // orf135	ECK1757	nudG	39.673157		G6954-MONOMER	b1759
EG12633	trgB // aspP // yqiE	ECK3025	nudF	68.451515		EG12633-MONOMER	b3034
G7740	yrfE	ECK3384	nudE	75.95548		G7740-MONOMER	b3397
EG11702	yjaD	ECK3988	nudC	90.418304		EG11702-MONOMER	b3996
EG11138	yebD // ntpA	ECK1866	nudB	41.971695		H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER	b1865
EG10662		ECK1629	nth	36.873142		EG10662-MONOMER	b1633
EG11212	yjeB	ECK4174	nsrR	94.92719		EG11212-MONOMER	b4178
EG11950	yjcN // aidC	ECK4069	nrfG	92.50032		EG11950-MONOMER	b4076
EG11949	yjcM	ECK4068	nrfF	92.492134		EG11949-MONOMER	b4075
EG11948	yjcL	ECK4067	nrfE	92.456566		EG11948-MONOMER	b4074
EG11947	yjcK	ECK4066	nrfD	92.43424		NRFD-MONOMER	b4073
EG11946	yjcJ	ECK4065	nrfC	92.41985		NRFC-MONOMER	b4072
EG11945	yjcI	ECK4064	nrfB	92.40773		CYTOCHROMEC-MONOMER	b4071
EG11781		ECK4063	nrfA	92.375824		CYTOCHROMEC552-MONOMER	b4070
EG11320	ybaD	ECK0407	nrdR	9.328619		EG11320-MONOMER	b0413
G7402	ygaO	ECK2668	nrdI	60.344143		G7402-MONOMER	b2674
G7401	ygaN	ECK2667	nrdH	60.33893		G7401-MONOMER	b2673
G812	yjgE	ECK4232	nrdG	96.08433		RNTRACTIV-MONOMER	b4237
EG12381	ygaD	ECK2670	nrdF	60.3988		NRDF-MONOMER	b2676
EG20257		ECK2669	nrdE	60.35239		NRDE-MONOMER	b2675
EG11417		ECK4233	nrdD	96.097725		RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	b4238
EG10661	ftsB	ECK2227	nrdB	50.57217		NRDB-MONOMER	b2235
EG10660	dnaF	ECK2226	nrdA	50.5179		NRDA-MONOMER	b2234
EG12147	yhbK // ptsO // rpoR	ECK3195	npr	72.12876		MONOMER0-4292 // EG12147-MONOMER	b3206
EG12450	ygaL // ygbD	ECK2706	norW	61.05395		EG12450-MONOMER	b2711
G7413	ygaJ // ygaI // ygaK	ECK2705	norV	61.023014		G7413-MONOMER	b2710
EG12108	ygaA	ECK2704	norR	60.98637		EG12108-MONOMER	b2709
EG11635	nohB	ECK0552	nohD	12.513518		EG11635-MONOMER	b0560
EG11634	nohQ	ECK1541	nohA	35.24172		EG11634-MONOMER	b1548
EG11758	yjeF	ECK4163	nnr	94.66599		EG11758-MONOMER	b4167
EG10659	phmA	ECK0544	nmpC	12.4041605		EG10659-MONOMER	b0553
EG12371	yhbM	ECK3151	nlpI	71.26859		EG12371-MONOMER	b3163
EG12137	cutF	ECK0192	nlpE	4.637767		EG12137-MONOMER	b0192
EG12111		ECK2737	nlpD	61.78003		EG12111-MONOMER	b2742
EG11133		ECK1706	nlpC	38.612698		EG11133-MONOMER	b1708
EG10657		ECK3651	nlpA	82.711395		EG10657-MONOMER	b3661
EG10655		ECK3354	nirD	75.32988		NIRD-MONOMER	b3366
EG10654		ECK3355	nirC	75.33962		NIRC-MONOMER	b3367
EG10653		ECK3353	nirB	75.27516		NIRB-MONOMER	b3365
G6304		ECK0539	ninE	12.34304		G6304-MONOMER	b0548
G6977	yeaN	ECK1789	nimT	40.4096		B1791-MONOMER	b1791
G6976	yeaM	ECK1788	nimR	40.38982		G6976-MONOMER	b1790
EG11519	yhhG	ECK3465	nikR	77.95905		EG11519-MONOMER	b3481
EG12079	hydD // hydC	ECK3464	nikE	77.94156		NIKE-MONOMER	b3480
EG12078	hydD // hydC	ECK3463	nikD	77.92516		NIKD-MONOMER	b3479
EG12077	hydD // hydC	ECK3462	nikC	77.90722		NIKC-MONOMER	b3478
EG12076	hydC // hydD	ECK3461	nikB	77.88695		NIKB-MONOMER	b3477
EG12075	hydD // hydC	ECK3460	nikA	77.853035		NIKA-MONOMER	b3476
G6770	yddI	ECK1457	nhoA	33.049095		G6770-MONOMER	b1463
EG11078	antO // yaaB	ECK0021	nhaR	0.40319696		PD00474	b0020
EG11392		ECK1174	nhaB	26.567612		NHAB-MONOMER	b1186
EG10652	ant // antA	ECK0020	nhaA	0.37678397		NHAA-MONOMER	b0019
G7748	yhgI // gntY	ECK3401	nfuA	76.387115		G7748-MONOMER	b3414
EG50005	ntr // dprA // nfnB	ECK0570	nfsB	13.02922		DIHYDROPTERIREDUCT-MONOMER	b0578
EG11261	mda18 // mdaA // ybjB	ECK0842	nfsA	19.199715		EG11261-MONOMER	b0851
EG11739		ECK0561	nfrB	12.731264		EG11739-MONOMER	b0569
EG11740		ECK0560	nfrA	12.667516		EG11740-MONOMER	b0568
EG10651		ECK2152	nfo	48.492218		EG10651-MONOMER	b2159
EG11915	yjaF	ECK3990	nfi	90.45896		EG11915-MONOMER	b3998
G7594	yqjI	ECK3061	nfeR	69.30246		G7594-MONOMER	b3071
G7593	yqjH	ECK3060	nfeF	69.27979		G7593-MONOMER	b3070
EG11689	yicM	ECK3653	nepI	82.74099		YICM-MONOMER	b3662
G6889	ydhM	ECK1645	nemR	37.18553		G6889-MONOMER	b1649
G6890	ydhN	ECK1646	nemA	37.199234		G6890-MONOMER	b1650
G6383		ECK0703	nei	16.070465		G6383-MONOMER	b0714
EG10650		ECK2514	ndk	56.971806		NUCLEOSIDE-DIP-KIN-MONOMER	b2518
EG10649		ECK1095	ndh	25.122198		NADH-DHII-MONOMER	b1109
G0-10738			nc1	6.401535		RNA0-378	
EG10648	chlZ	ECK1462	narZ	33.153065		NARZ-MONOMER	b1468
EG10647	chlZ	ECK1461	narY	33.119865		NARY-MONOMER	b1467
EG10646	frdR // narR // frd1	ECK1216	narX	27.486378		NARX-MONOMER	b1222
EG10645	chlZ	ECK1460	narW	33.104893		NARW-MONOMER	b1466
EG10644	chlZ	ECK1459	narV	33.09031		NARV-MONOMER	b1465
EG12153	yddF	ECK1463	narU	33.23541		NARU-MONOMER	b1469
EG11460		ECK2464	narQ	55.707127		PHOSPHO-NARQ // NARQ-MONOMER	b2469
EG11527		ECK2185	narP	49.346657		PHOSPHO-NARP // NARP-MONOMER	b2193
G0-16699			naRNA6	93.19537		RNA0-398	
G0-16698			naRNA5	93.19753		RNA0-397	
G0-16697			naRNA4	93.199684		RNA0-396	
G0-16696			naRNA3	93.20184		RNA0-395	
G0-16695			naRNA2	93.203995		RNA0-394	
G0-16694			naRNA1	93.20615		RNA0-393	
EG10643	frdR // narR	ECK1215	narL	27.472527		PHOSPHO-NARL // NARL-MONOMER	b1221
EG10642		ECK1217	narK	27.532375		NARK-MONOMER	b1223
EG10641		ECK1220	narJ	27.687103		NARJ-MONOMER	b1226
EG10640	chlI	ECK1221	narI	27.7024		NARI-MONOMER	b1227
EG10639	chlC	ECK1219	narH	27.654034		NARH-MONOMER	b1225
EG10638	chlC // narC	ECK1218	narG	27.573458		NARG-MONOMER	b1224
EG12062	yejZ	ECK2196	napH	49.52364		NAPH-MONOMER	b2204
EG12064	yojA // yojB	ECK2197	napG	49.541954		NAPG-MONOMER	b2205
EG12068	yojG	ECK2200	napF	49.61602		NAPF-MONOMER	b2208
EG12143	yojF	ECK2199	napD	49.61057		NAPD-MONOMER	b2207
EG12060	yejX	ECK2194	napC	49.500847		NAPC-MONOMER	b2202
EG12061	yejY	ECK2195	napB	49.51403		NAPB-MONOMER	b2203
EG12067	yojD // yojC // yojE	ECK2198	napA	49.557076		NAPA-MONOMER	b2206
G7901	yjhC	ECK4270	nanY	97.06215		G7901-MONOMER	b4280
EG12544	yjhB	ECK4269	nanX	97.03567		YJHB-MONOMER	b4279
G436		ECK3213	nanT	72.626816		NANT-MONOMER	b3224
G7919	yjhS	ECK4300	nanS	97.73705		G7919-MONOMER	b4309
G7678	yhcK	ECK3215	nanR	72.68313		G7678-MONOMER	b3226
G7920	yjhT	ECK4301	nanM	97.75957		G7920-MONOMER	b4310
G7676	yhcI	ECK3211	nanK	72.59215		NANK-MONOMER	b3222
G7677	yhcJ	ECK3212	nanE	72.61094		NANE-MONOMER	b3223
G7921	yjhA	ECK4302	nanC	97.78383		G7921-MONOMER	b4311
EG10637	npl	ECK3214	nanA	72.66126		ACNEULY-MONOMER	b3225
G6567	ycfO	ECK1093	nagZ	25.079325		G6567-MONOMER	b1107
G6576	ycfX	ECK1105	nagK	25.39167		G6576-MONOMER	b1119
EG10635	pstN // ptsN	ECK0667	nagE	15.165808		NAGE-MONOMER	b0679
EG10636	nagR	ECK0664	nagC	15.088895		PD00266	b0676
EG10633	glmD	ECK0666	nagB	15.141397		GLUCOSAMINE-6-P-DEAMIN-MONOMER	b0678
EG10632		ECK0665	nagA	15.115373		NAG6PDEACET-MONOMER	b0677
EG11335	nadI	ECK4382	nadR	99.691124		PD04413	b4390
EG12192	yfjE // yfjB	ECK2611	nadK	59.264053		MONOMER0-541	b2615
EG10663	efg // ntrL	ECK1738	nadE	39.263134		NAD-SYNTH-MONOMER	b1740
G6350	ybeN // fusB	ECK0632	nadD	14.433029		NICONUCADENYLYLTRAN-MONOMER	b0639
EG11546		ECK0108	nadC	2.5368555		QUINOPRIBOTRANS-MONOMER	b0109
EG10631	nic // nicB	ECK2572	nadB	58.393436		L-ASPARTATE-OXID-MONOMER	b2574
EG10630	nicA	ECK0739	nadA	16.849281		QUINOLINATE-SYNTHA-MONOMER	b0750
G7072		ECK1983	nac	44.402637		G7072-MONOMER	b1988
G7610	ecfM // yqjB	ECK3087	mzrA	69.98454		G7610-MONOMER	b3096
EG10627	micA	ECK2956	mutY	66.85148		EG10627-MONOMER	b2961
EG10626	nudA	ECK0100	mutT	2.3923378		EG10626-MONOMER	b0099
EG10625	ant // plm // fdv	ECK2728	mutS	61.553364		EG10625-MONOMER	b2733
EG10329	fpg	ECK3625	mutM	82.09023		EG10329-MONOMER	b3635
EG11281		ECK4166	mutL	94.738075		EG11281-MONOMER	b4170
EG10624	mutR // prv	ECK2827	mutH	63.978558	Transcription of mutH might be negatively regulated by sigma38 through an intermediate regulator as shown in |CITS [9393714]|.	EG10624-MONOMER	b2831
G7262	yfeT	ECK2422	murR	54.824276		G7262-MONOMER	b2427
G7263	yfeU	ECK2423	murQ	54.846268		G7263-MONOMER	b2428
G7264	yfeV	ECK2424	murP	54.865658		MONOMER0-5	b2429
G6561	mviN // yceN	ECK1054	murJ	24.298223		G6561-MONOMER	b1069
EG11204	yijA // dga // glr	ECK3959	murI	89.740204		GLUTRACE-MONOMER	b3967
EG10623		ECK0091	murG	2.1467357		NACGLCTRANS-MONOMER	b0090
EG10622	mra	ECK0087	murF	2.0391448		UDP-NACMURALGLDAPAALIG-MONOMER	b0086
EG10621		ECK0086	murE	2.0071733		UDP-NACMURALGLDAPLIG-MONOMER	b0085
EG10620		ECK0089	murD	2.0916474		UDP-NACMURALA-GLU-LIG-MONOMER	b0088
EG10619		ECK0092	murC	2.1708868		UDP-NACMUR-ALA-LIG-MONOMER	b0091
EG11205	yijB	ECK3964	murB	89.88302		UDPNACETYLMURAMATEDEHYDROG-MONOMER	b3972
EG11358	mrbA // murZ	ECK3178	murA	71.854485		UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	b3189
EG12165	kicB	ECK0913	mukF	20.990782		EG12165-MONOMER	b0922
EG11252	kicA // ycbA	ECK0914	mukE	21.018852		EG11252-MONOMER	b0923
EG10618		ECK0915	mukB	21.03402		EG10618-MONOMER	b0924
EG12717	ygjF	ECK3058	mug	69.26342		EG12717-MONOMER	b3068
EG10617		ECK3149	mtr	71.1939		MTR-MONOMER	b3161
EG11090	pfs // yadA // mtnN	ECK0158	mtn	3.844644		EG11090-MONOMER	b0159
EG11965		ECK3590	mtlR	81.341125	There are several palindrome sequences within <i>mtlR</i> gene that may work to regulate transcription or translation |CITS:[8300537]|.	PD00369	b3601
EG10616		ECK3589	mtlD	81.31639		MANNPDEHYDROG-MONOMER	b3600
EG10615	mtlC	ECK3588	mtlA	81.270226		MTLA-MONOMER	b3599
G7668	mgt // yrbM	ECK3197	mtgA	72.15278		G7668-MONOMER	b3208
G7063	yeeI	ECK1972	mtfA	44.028526		G7063-MONOMER	b1976
EG11338		ECK1037	msyB	23.995918		EG11338-MONOMER	b1051
G7060	yedZ	ECK1968	msrQ	43.960278		G7060-MONOMER	b1972
G7059	yedY	ECK1967	msrP	43.938625		G7059-MONOMER	b1971
G7005	yebR	ECK1831	msrC	41.270454		G7005-MONOMER	b1832
EG12394	yeaA	ECK1776	msrB	40.11537		EG12394-MONOMER	b1778
EG11433	pms // pmsR	ECK4215	msrA	95.68873		EG11433-MONOMER	b4219
EG11160	yggB	ECK2920	mscS	66.11756		EG11160-MONOMER	b2924
G7840	yjeP	ECK4155	mscM	94.49323		G7840-MONOMER	b4159
EG11180	yhdC	ECK3277	mscL	74.06898		EG11180-MONOMER	b3291
G6255	aefA // kefA	ECK0459	mscK	10.481957		G6255-MONOMER	b0465
EG10613		ECK0905	msbA	20.824934		EG10613-MONOMER	b0914
EG10612		ECK4341	mrr	98.82147		EG10612-MONOMER	b4351
EG10611		ECK2106	mrp	47.24738		EG10611-MONOMER	b2113
EG10610		ECK3237	mreD	73.215034		EG10610-MONOMER	b3249
EG10609		ECK3238	mreC	73.22555		EG10609-MONOMER	b3250
EG10608	rodY // envB // mon // mreB_1	ECK3239	mreB	73.25073		EG10608-MONOMER	b3251
EG10607	rodA	ECK0627	mrdB	14.331126		EG10607-MONOMER	b0634
EG10606	pbpA	ECK0628	mrdA	14.355148		EG10606-MONOMER	b0635
EG10605	pbpF // ponB	ECK0148	mrcB	3.5489519		MONOMER0-4521 // EG10605-MONOMER	b0149
EG10748	ponA	ECK3383	mrcA	75.89693		EG10748-MONOMER	b3396
EG11084	yabB	ECK0082	mraZ	1.9310796		EG11084-MONOMER	b0081
EG10604	murX	ECK0088	mraY	2.068272		PHOSNACMURPENTATRANS-MONOMER	b0087
G7572	ygiU	ECK3013	mqsR	68.256905		G7572-MONOMER	b3022
G7571	ygiT	ECK3012	mqsA	68.24835		G7571-MONOMER	b3021
EG12069	yojH	ECK2202	mqo	49.66137		EG12069-MONOMER	b2210
EG10603	emrR	ECK2678	mprA	60.55538		EG10603-MONOMER	b2684
G6665	ynaH	ECK1326	mppA	30.015759		G6665-MONOMER	b1329
EG12440	tpl // yjfG	ECK4228	mpl	95.995674		EG12440-MONOMER	b4233
G6662	ycjI	ECK1322	mpaA	29.943434		G6662-MONOMER	b1326
EG10602	flaJ	ECK1890	motB	42.55659		MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN	b1889
EG10601	flaJ	ECK1891	motA	42.57648		MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	b1890
EG10373	gefL	ECK0018	mokC	0.36088446		EG10373-MONOMER	b0018
G6736		ECK1413	mokB	32.14291		G6736-MONOMER	b1420
G0-16663		ECK4448	mokA	80.153534	Comment in EcoGene: "Pseudogene, overlapping regulatory peptide, enables hokB; first 11 aa deleted by IS150 insertion.  Insertion of IS150 caused a 39 bp deletion relative to the intact hokA/mokA locus in E. coli C, removing the starts of mokA and sokA."		b4647
EG11511	yaaG // bisD // chlG // mogA	ECK0009	mog	0.20048895		EG11511-MONOMER	b0009
EG10154	chlN	ECK0816	moeB	18.62225		EG10154-MONOMER	b0826
EG10153	bisB // chlE // narE	ECK0817	moeA	18.638386		EG10153-MONOMER	b0827
EG11677	chlD // phrA	ECK0749	modF	17.069698		MODF-MONOMER	b0760
G6395	chlD // modR	ECK0750	modE	17.102877		MONOMER0-185	b0761
EG10152	chlD // narD	ECK0754	modC	17.161003		MODC-MONOMER	b0765
EG10002	chlJ // tslJ	ECK0753	modB	17.146093		MODB-MONOMER	b0764
EG12427		ECK0752	modA	17.12944		MODA-MONOMER	b0763
G7496	ygfJ	ECK2873	mocA	64.95877		G7496-MONOMER	b2877
EG11828	yihC	ECK3848	mobB	87.057495		EG11828-MONOMER	b3856
EG11829	chlB // mob // narB	ECK3849	mobA	87.06847		EG11829-MONOMER	b3857
EG11598	chlA5	ECK0774	moaE	17.650934		EG11598-MONOMER	b0785
EG11597	chlA4 // chlM	ECK0773	moaD	17.645615		MONOMER0-4125 // EG11597-MONOMER	b0784
EG11666	chlA3	ECK0772	moaC	17.635315		EG11666-MONOMER	b0783
EG11596	chlA2	ECK0771	moaB	17.62422		MONOMER0-1501	b0782
EG11595	bisA // chlA // chlA1 // narA	ECK0770	moaA	17.60244		EG11595-MONOMER	b0781
G0-10715	G0-8881	ECK4517	mntS	18.374256		MONOMER0-4216	b4705
G6420	ybiQ	ECK0807	mntR	18.38102		G6420-MONOMER	b0817
G6999	yebN	ECK1819	mntP	41.056244		G6999-MONOMER	b1821
G7254	mntA // yfeP	ECK2387	mntH	54.1072		YFEP-MONOMER	b2392
EG10375	gidA // trmF	ECK3734	mnmG	84.53335		EG10375-MONOMER	b3741
EG10997	trmE // thdF	ECK3699	mnmE	83.73803		EG10997-MONOMER	b3706
G7199	yfcK // trmC	ECK2318	mnmC	52.60549		G7199-MONOMER	b2324
EG11344	asuE // ycfB // trmU	ECK1119	mnmA	25.694883		EG11344-MONOMER	b1133
EG11109	ybgB // farR	ECK0718	mngR	16.484497		PD01103	b0730
EG13236	ybgG	ECK0720	mngB	16.54536		EG13236-MONOMER	b0732
EG13235	frx // hrsA	ECK0719	mngA	16.5024		HRSA-MONOMER	b0731
G6759	yncA	ECK1442	mnaT	32.71094		G6759-MONOMER	b1448
G6135	ykfD	ECK0262	mmuP	5.931617		B0260-MONOMER	b0260
G6136	yagD	ECK0263	mmuM	5.9615626		MMUM-MONOMER	b0261
EG11494	yceG	ECK1083	mltG	24.86425		EG11494-MONOMER	b1097
EG11373	yfhD	ECK2556	mltF	58.07848		EG11373-MONOMER	b2558
EG10246	yafG // dniR	ECK0211	mltD	5.0110826		EG10246-MONOMER	b0211
G7533	yggZ	ECK2958	mltC	66.88207		G7533-MONOMER	b2963
G7410	slt	ECK2696	mltB	60.850983		G7410-MONOMER	b2701
G7457	ygdM // mlt	ECK2809	mltA	63.470524		G7457-MONOMER	b2813
EG12008	yehV	ECK2119	mlrA	47.717194		EG12008-MONOMER	b2127
EG11488	ydhA	ECK1635	mliC	37.014107		EG11488-MONOMER	b1639
G6852	dgsA	ECK1589	mlc	35.92135		PD01896	b1594
EG12801	yrbF	ECK3184	mlaF	71.94112		YRBF-MONOMER	b3195
EG12800	yrbE	ECK3183	mlaE	71.92409		YRBE-MONOMER	b3194
EG12799	yrbD	ECK3182	mlaD	71.91211		EG12799-MONOMER	b3193
G7659	yrbC	ECK3181	mlaC	71.898026		G7659-MONOMER	b3192
G7658	yrbB	ECK3180	mlaB	71.89171		G7658-MONOMER	b3191
G7216	vacJ	ECK2340	mlaA	53.089977		G7216-MONOMER	b2346
G6968	yeaF	ECK1780	mipA	40.1953		G6968-MONOMER	b1782
EG11199	yieB	ECK3736	mioC	84.582214		EG11199-MONOMER	b3742
EG10598	minB	ECK1162	minE	26.37593		EG10598-MONOMER	b1174
EG10597	minB	ECK1163	minD	26.381748		EG10597-MONOMER	b1175
EG10596	minB	ECK1164	minC	26.399761		EG10596-MONOMER	b1176
G0-16601	slrA // ryeF	ECK4574	micL	42.192757		RNA0-386	b4717
EG30063	stc	ECK2208	micF	49.833206		MICF-RNA	b4439
G0-8901	IS063 // tke8	ECK1373	micC	30.961412		TKE8-RNA	b4427
G0-8866	sraD // psrA10	ECK2682	micA	60.64225		SRAD-RNA	b4442
G6364	yleA	ECK0653	miaB	14.941469		G6364-MONOMER	b0661
EG10595	trpX	ECK4167	miaA	94.77772		EG10595-MONOMER	b4171
G6206	yaiK	ECK0350	mhpT	8.088909		MHPT-MONOMER	b0353
G6201		ECK0343	mhpR	7.919314		G6201-MONOMER	b0346
M014		ECK0348	mhpF	8.03423		MHPF-MONOMER	b0351
G6205		ECK0349	mhpE	8.054632		MHPELY-MONOMER	b0352
M013	mhpS	ECK0347	mhpD	8.016866		MHPDHYDROL-MONOMER	b0350
M012		ECK0346	mhpC	7.9979925		MHPCHYDROL-MONOMER	b0349
M011		ECK0345	mhpB	7.9772673		DHPDIOXYGEN-MONOMER	b0348
M010		ECK0344	mhpA	7.941375		MHPHYDROXY-MONOMER	b0347
G0-17021		ECK4632	mgtT	34.96042		MONOMER0-4487	b4775
G0-8892	yneM	ECK4409	mgtS	34.95837		MONOMER0-766	b4599
G0-10689		ECK4513	mgtL	96.246574		MONOMER0-4201	b4702
EG12525	atmA // corB // mgt // mtg	ECK4237	mgtA	96.250755		MGTA-MONOMER	b4242
G6497	mgs // yccG	ECK0954	mgsA	22.1162		METHGLYSYN-MONOMER	b0963
G0-10671		ECK4510	mgrR	34.96206		RNA0-348	b4698
G7002	yobG	ECK1824	mgrB	41.119476		G7002-MONOMER	b1826
EG10594	mglP	ECK2141	mglC	48.18851		MGLC-MONOMER	b2148
EG10593		ECK2143	mglB	48.244675		MGLB-MONOMER	b2150
EG10592	mglP // mgl	ECK2142	mglA	48.210613		MGLA-MONOMER	b2149
EG11619		ECK1100	mfd	25.217703		EG11619-MONOMER	b1114
EG30062	metZalpha	ECK2810	metZ	63.498665		metZ-tRNA	b2814
EG30061		ECK3160	metY	71.48776		metY-tRNA	b3171
EG31117		ECK2811	metW	63.501038		metW-tRNA	b2815
EG30060	metZbeta // metX // metZ-&beta; // metZb	ECK2812	metV	63.503403		RNA0-306	b2816
EG30059	metT-beta // metTbeta	ECK0657	metU	15.008966		metU-tRNA	b0666
EG30058	metTalpha	ECK0661	metT	15.017433		metT-tRNA	b0673
EG10591		ECK3822	metR	86.43179		PD03938	b3828
EG11504	metD // yaeC	ECK0197	metQ	4.742126		METQ-MONOMER	b0197
EG11621	metD // abc	ECK0199	metN	4.774464		ABC-MONOMER	b0199
EG10590	metM	ECK3932	metL	88.97339		ASPKINIIHOMOSERDEHYDROGII-MONOMER	b3940
EG10589	metX	ECK2937	metK	66.50016		S-ADENMETSYN-MONOMER	b2942
EG10588		ECK3930	metJ	88.93554		PD04032	b3938
EG11737	metD // yaeE	ECK0198	metI	4.7605467		METI-MONOMER	b0198
